,rating
109701,0
109702,0
109703,0
109704,0
109705,1
109706,0
109707,0
109708,0
109709,0
109710,1
109711,0
109712,0
109713,0
109714,0
109715,1
109716,0
109717,0
109718,0
109719,0
109720,1
109721,0
109722,0
109723,0
109724,0
109725,1
109726,0
109727,0
109728,0
109729,0
109730,1
109731,0
109732,0
109733,0
109734,0
109735,1
109736,0
109737,0
109738,0
109739,0
109740,1
109741,0
109742,0
109743,0
109744,0
109745,1
109746,0
109747,0
109748,0
109749,0
109750,1
109751,0
109752,0
109753,0
109754,0
109755,1
109756,0
109757,0
109758,0
109759,0
109760,1
109761,0
109762,0
109763,0
109764,0
109765,1
109766,0
109767,0
109768,0
109769,0
109770,1
109771,0
109772,0
109773,0
109774,0
109775,1
109776,0
109777,0
109778,0
109779,0
109780,1
109781,0
109782,0
109783,0
109784,0
109785,1
109786,0
109787,0
109788,0
109789,0
109790,1
109791,0
109792,0
109793,0
109794,0
109795,1
109796,0
109797,0
109798,0
109799,0
109800,1
109801,0
109802,0
109803,0
109804,0
109805,1
109806,0
109807,0
109808,0
109809,0
109810,1
109811,0
109812,0
109813,0
109814,0
109815,1
109816,0
109817,0
109818,0
109819,0
109820,1
109821,0
109822,0
109823,0
109824,0
109825,1
109826,0
109827,0
109828,0
109829,0
109830,1
109831,0
109832,0
109833,0
109834,0
109835,1
109836,0
109837,0
109838,0
109839,0
109840,1
109841,0
109842,0
109843,0
109844,0
109845,1
109846,0
109847,0
109848,0
109849,0
109850,1
109851,0
109852,0
109853,0
109854,0
109855,1
109856,0
109857,0
109858,0
109859,0
109860,1
109861,0
109862,0
109863,0
109864,0
109865,1
109866,0
109867,0
109868,0
109869,0
109870,1
109871,0
109872,0
109873,0
109874,0
109875,1
109876,0
109877,0
109878,0
109879,0
109880,1
109881,0
109882,0
109883,0
109884,0
109885,1
109886,0
109887,0
109888,0
109889,0
109890,1
109891,0
109892,0
109893,0
109894,0
109895,1
109896,0
109897,0
109898,0
109899,0
109900,1
109901,0
109902,0
109903,0
109904,0
109905,1
109906,0
109907,0
109908,0
109909,0
109910,1
109911,0
109912,0
109913,0
109914,0
109915,1
109916,0
109917,0
109918,0
109919,0
109920,1
109921,0
109922,0
109923,0
109924,0
109925,1
109926,0
109927,0
109928,0
109929,0
109930,1
109931,0
109932,0
109933,0
109934,0
109935,1
109936,0
109937,0
109938,0
109939,0
109940,1
109941,0
109942,0
109943,0
109944,0
109945,1
109946,0
109947,0
109948,0
109949,0
109950,1
109951,0
109952,0
109953,0
109954,0
109955,1
109956,0
109957,0
109958,0
109959,0
109960,1
109961,0
109962,0
109963,0
109964,0
109965,1
109966,0
109967,0
109968,0
109969,0
109970,1
109971,0
109972,0
109973,0
109974,0
109975,1
109976,0
109977,0
109978,0
109979,0
109980,1
109981,0
109982,0
109983,0
109984,0
109985,1
109986,0
109987,0
109988,0
109989,0
109990,1
109991,0
109992,0
109993,0
109994,0
109995,1
109996,0
109997,0
109998,0
109999,0
110000,1
110001,0
110002,0
110003,0
110004,0
110005,1
110006,0
110007,0
110008,0
110009,0
110010,1
110011,0
110012,0
110013,0
110014,0
110015,1
110016,0
110017,0
110018,0
110019,0
110020,1
110021,0
110022,0
110023,0
110024,0
110025,1
110026,0
110027,0
110028,0
110029,0
110030,1
110031,0
110032,0
110033,0
110034,0
110035,1
110036,0
110037,0
110038,0
110039,0
110040,1
110041,0
110042,0
110043,0
110044,0
110045,1
110046,0
110047,0
110048,0
110049,0
110050,1
110051,0
110052,0
110053,0
110054,0
110055,1
110056,0
110057,0
110058,0
110059,0
110060,1
110061,0
110062,0
110063,0
110064,0
110065,1
110066,0
110067,0
110068,0
110069,0
110070,1
110071,0
110072,0
110073,0
110074,0
110075,1
110076,0
110077,0
110078,0
110079,0
110080,1
110081,0
110082,0
110083,0
110084,0
110085,1
110086,0
110087,0
110088,0
110089,0
110090,1
110091,0
110092,0
110093,0
110094,0
110095,1
110096,0
110097,0
110098,0
110099,0
110100,1
110101,0
110102,0
110103,0
110104,0
110105,1
110106,0
110107,0
110108,0
110109,0
110110,1
110111,0
110112,0
110113,0
110114,0
110115,1
110116,0
110117,0
110118,0
110119,0
110120,1
110121,0
110122,0
110123,0
110124,0
110125,1
110126,0
110127,0
110128,0
110129,0
110130,1
110131,0
110132,0
110133,0
110134,0
110135,1
110136,0
110137,0
110138,0
110139,0
110140,1
110141,0
110142,0
110143,0
110144,0
110145,1
110146,0
110147,0
110148,0
110149,0
110150,1
110151,0
110152,0
110153,0
110154,0
110155,1
110156,0
110157,0
110158,0
110159,0
110160,1
110161,0
110162,0
110163,0
110164,0
110165,1
110166,0
110167,0
110168,0
110169,0
110170,1
110171,0
110172,0
110173,0
110174,0
110175,1
110176,0
110177,0
110178,0
110179,0
110180,1
110181,0
110182,0
110183,0
110184,0
110185,1
110186,0
110187,0
110188,0
110189,0
110190,1
110191,0
110192,0
110193,0
110194,0
110195,1
110196,0
110197,0
110198,0
110199,0
110200,1
110201,0
110202,0
110203,0
110204,0
110205,1
110206,0
110207,0
110208,0
110209,0
110210,1
110211,0
110212,0
110213,0
110214,0
110215,1
110216,0
110217,0
110218,0
110219,0
110220,1
110221,0
110222,0
110223,0
110224,0
110225,1
110226,0
110227,0
110228,0
110229,0
110230,1
110231,0
110232,0
110233,0
110234,0
110235,1
110236,0
110237,0
110238,0
110239,0
110240,1
110241,0
110242,0
110243,0
110244,0
110245,1
110246,0
110247,0
110248,0
110249,0
110250,1
110251,0
110252,0
110253,0
110254,0
110255,1
110256,0
110257,0
110258,0
110259,0
110260,1
110261,0
110262,0
110263,0
110264,0
110265,1
110266,0
110267,0
110268,0
110269,0
110270,1
110271,0
110272,0
110273,0
110274,0
110275,1
110276,0
110277,0
110278,0
110279,0
110280,1
110281,0
110282,0
110283,0
110284,0
110285,1
110286,0
110287,0
110288,0
110289,0
110290,1
110291,0
110292,0
110293,0
110294,0
110295,1
110296,0
110297,0
110298,0
110299,0
110300,1
110301,0
110302,0
110303,0
110304,0
110305,1
110306,0
110307,0
110308,0
110309,0
110310,1
110311,0
110312,0
110313,0
110314,0
110315,1
110316,0
110317,0
110318,0
110319,0
110320,1
110321,0
110322,0
110323,0
110324,0
110325,1
110326,0
110327,0
110328,0
110329,0
110330,1
110331,0
110332,0
110333,0
110334,0
110335,1
110336,0
110337,0
110338,0
110339,0
110340,1
110341,0
110342,0
110343,0
110344,0
110345,1
110346,0
110347,0
110348,0
110349,0
110350,1
110351,0
110352,0
110353,0
110354,0
110355,1
110356,0
110357,0
110358,0
110359,0
110360,1
110361,0
110362,0
110363,0
110364,0
110365,1
110366,0
110367,0
110368,0
110369,0
110370,1
110371,0
110372,0
110373,0
110374,0
110375,1
110376,0
110377,0
110378,0
110379,0
110380,1
110381,0
110382,0
110383,0
110384,0
110385,1
110386,0
110387,0
110388,0
110389,0
110390,1
110391,0
110392,0
110393,0
110394,0
110395,1
110396,0
110397,0
110398,0
110399,0
110400,1
110401,0
110402,0
110403,0
110404,0
110405,1
110406,0
110407,0
110408,0
110409,0
110410,1
110411,0
110412,0
110413,0
110414,0
110415,1
110416,0
110417,0
110418,0
110419,0
110420,1
110421,0
110422,0
110423,0
110424,0
110425,1
110426,0
110427,0
110428,0
110429,0
110430,1
110431,0
110432,0
110433,0
110434,0
110435,1
110436,0
110437,0
110438,0
110439,0
110440,1
110441,0
110442,0
110443,0
110444,0
110445,1
110446,0
110447,0
110448,0
110449,0
110450,1
110451,0
110452,0
110453,0
110454,0
110455,1
110456,0
110457,0
110458,0
110459,0
110460,1
110461,0
110462,0
110463,0
110464,0
110465,1
110466,0
110467,0
110468,0
110469,0
110470,1
110471,0
110472,0
110473,0
110474,0
110475,1
110476,0
110477,0
110478,0
110479,0
110480,1
110481,0
110482,0
110483,0
110484,0
110485,1
110486,0
110487,0
110488,0
110489,0
110490,1
110491,0
110492,0
110493,0
110494,0
110495,1
110496,0
110497,0
110498,0
110499,0
110500,1
110501,0
110502,0
110503,0
110504,0
110505,1
110506,0
110507,0
110508,0
110509,0
110510,1
110511,0
110512,0
110513,0
110514,0
110515,1
110516,0
110517,0
110518,0
110519,0
110520,1
110521,0
110522,0
110523,0
110524,0
110525,1
110526,0
110527,0
110528,0
110529,0
110530,1
110531,0
110532,0
110533,0
110534,0
110535,1
110536,0
110537,0
110538,0
110539,0
110540,1
110541,0
110542,0
110543,0
110544,0
110545,1
110546,0
110547,0
110548,0
110549,0
110550,1
110551,0
110552,0
110553,0
110554,0
110555,1
110556,0
110557,0
110558,0
110559,0
110560,1
110561,0
110562,0
110563,0
110564,0
110565,1
110566,0
110567,0
110568,0
110569,0
110570,1
110571,0
110572,0
110573,0
110574,0
110575,1
110576,0
110577,0
110578,0
110579,0
110580,1
110581,0
110582,0
110583,0
110584,0
110585,1
110586,0
110587,0
110588,0
110589,0
110590,1
110591,0
110592,0
110593,0
110594,0
110595,1
110596,0
110597,0
110598,0
110599,0
110600,1
110601,0
110602,0
110603,0
110604,0
110605,1
110606,0
110607,0
110608,0
110609,0
110610,1
110611,0
110612,0
110613,0
110614,0
110615,1
110616,0
110617,0
110618,0
110619,0
110620,1
110621,0
110622,0
110623,0
110624,0
110625,1
110626,0
110627,0
110628,0
110629,0
110630,1
110631,0
110632,0
110633,0
110634,0
110635,1
110636,0
110637,0
110638,0
110639,0
110640,1
110641,0
110642,0
110643,0
110644,0
110645,1
110646,0
110647,0
110648,0
110649,0
110650,1
110651,0
110652,0
110653,0
110654,0
110655,1
110656,0
110657,0
110658,0
110659,0
110660,1
110661,0
110662,0
110663,0
110664,0
110665,1
110666,0
110667,0
110668,0
110669,0
110670,1
110671,0
110672,0
110673,0
110674,0
110675,1
110676,0
110677,0
110678,0
110679,0
110680,1
110681,0
110682,0
110683,0
110684,0
110685,1
110686,0
110687,0
110688,0
110689,0
110690,1
110691,0
110692,0
110693,0
110694,0
110695,1
110696,0
110697,0
110698,0
110699,0
110700,1
110701,0
110702,0
110703,0
110704,0
110705,1
110706,0
110707,0
110708,0
110709,0
110710,1
110711,0
110712,0
110713,0
110714,0
110715,1
110716,0
110717,0
110718,0
110719,0
110720,1
110721,0
110722,0
110723,0
110724,0
110725,1
110726,0
110727,0
110728,0
110729,0
110730,1
110731,0
110732,0
110733,0
110734,0
110735,1
110736,0
110737,0
110738,0
110739,0
110740,1
110741,0
110742,0
110743,0
110744,0
110745,1
110746,0
110747,0
110748,0
110749,0
110750,1
110751,0
110752,0
110753,0
110754,0
110755,1
110756,0
110757,0
110758,0
110759,0
110760,1
110761,0
110762,0
110763,0
110764,0
110765,1
110766,0
110767,0
110768,0
110769,0
110770,1
110771,0
110772,0
110773,0
110774,0
110775,1
110776,0
110777,0
110778,0
110779,0
110780,1
110781,0
110782,0
110783,0
110784,0
110785,1
110786,0
110787,0
110788,0
110789,0
110790,1
110791,0
110792,0
110793,0
110794,0
110795,1
110796,0
110797,0
110798,0
110799,0
110800,1
110801,0
110802,0
110803,0
110804,0
110805,1
110806,0
110807,0
110808,0
110809,0
110810,1
110811,0
110812,0
110813,0
110814,0
110815,1
110816,0
110817,0
110818,0
110819,0
110820,1
110821,0
110822,0
110823,0
110824,0
110825,1
110826,0
110827,0
110828,0
110829,0
110830,1
110831,0
110832,0
110833,0
110834,0
110835,1
110836,0
110837,0
110838,0
110839,0
110840,1
110841,0
110842,0
110843,0
110844,0
110845,1
110846,0
110847,0
110848,0
110849,0
110850,1
110851,0
110852,0
110853,0
110854,0
110855,1
110856,0
110857,0
110858,0
110859,0
110860,1
110861,0
110862,0
110863,0
110864,0
110865,1
110866,0
110867,0
110868,0
110869,0
110870,1
110871,0
110872,0
110873,0
110874,0
110875,1
110876,0
110877,0
110878,0
110879,0
110880,1
110881,0
110882,0
110883,0
110884,0
110885,1
110886,0
110887,0
110888,0
110889,0
110890,1
110891,0
110892,0
110893,0
110894,0
110895,1
110896,0
110897,0
110898,0
110899,0
110900,1
110901,0
110902,0
110903,0
110904,0
110905,1
110906,0
110907,0
110908,0
110909,0
110910,1
110911,0
110912,0
110913,0
110914,0
110915,1
110916,0
110917,0
110918,0
110919,0
110920,1
110921,0
110922,0
110923,0
110924,0
110925,1
110926,0
110927,0
110928,0
110929,0
110930,1
110931,0
110932,0
110933,0
110934,0
110935,1
110936,0
110937,0
110938,0
110939,0
110940,1
110941,0
110942,0
110943,0
110944,0
110945,1
110946,0
110947,0
110948,0
110949,0
110950,1
110951,0
110952,0
110953,0
110954,0
110955,1
110956,0
110957,0
110958,0
110959,0
110960,1
110961,0
110962,0
110963,0
110964,0
110965,1
110966,0
110967,0
110968,0
110969,0
110970,1
110971,0
110972,0
110973,0
110974,0
110975,1
110976,0
110977,0
110978,0
110979,0
110980,1
110981,0
110982,0
110983,0
110984,0
110985,1
110986,0
110987,0
110988,0
110989,0
110990,1
110991,0
110992,0
110993,0
110994,0
110995,1
110996,0
110997,0
110998,0
110999,0
111000,1
111001,0
111002,0
111003,0
111004,0
111005,1
111006,0
111007,0
111008,0
111009,0
111010,1
111011,0
111012,0
111013,0
111014,0
111015,1
111016,0
111017,0
111018,0
111019,0
111020,1
111021,0
111022,0
111023,0
111024,0
111025,1
111026,0
111027,0
111028,0
111029,0
111030,1
111031,0
111032,0
111033,0
111034,0
111035,1
111036,0
111037,0
111038,0
111039,0
111040,1
111041,0
111042,0
111043,0
111044,0
111045,1
111046,0
111047,0
111048,0
111049,0
111050,1
111051,0
111052,0
111053,0
111054,0
111055,1
111056,0
111057,0
111058,0
111059,0
111060,1
111061,0
111062,0
111063,0
111064,0
111065,1
111066,0
111067,0
111068,0
111069,0
111070,1
111071,0
111072,0
111073,0
111074,0
111075,1
111076,0
111077,0
111078,0
111079,0
111080,1
111081,0
111082,0
111083,0
111084,0
111085,1
111086,0
111087,0
111088,0
111089,0
111090,1
111091,0
111092,0
111093,0
111094,0
111095,1
111096,0
111097,0
111098,0
111099,0
111100,1
111101,0
111102,0
111103,0
111104,0
111105,1
111106,0
111107,0
111108,0
111109,0
111110,1
111111,0
111112,0
111113,0
111114,0
111115,1
111116,0
111117,0
111118,0
111119,0
111120,1
111121,0
111122,0
111123,0
111124,0
111125,1
111126,0
111127,0
111128,0
111129,0
111130,1
111131,0
111132,0
111133,0
111134,0
111135,1
111136,0
111137,0
111138,0
111139,0
111140,1
111141,0
111142,0
111143,0
111144,0
111145,1
111146,0
111147,0
111148,0
111149,0
111150,1
111151,0
111152,0
111153,0
111154,0
111155,1
111156,0
111157,0
111158,0
111159,0
111160,1
111161,0
111162,0
111163,0
111164,0
111165,1
111166,0
111167,0
111168,0
111169,0
111170,1
111171,0
111172,0
111173,0
111174,0
111175,1
111176,0
111177,0
111178,0
111179,0
111180,1
111181,0
111182,0
111183,0
111184,0
111185,1
111186,0
111187,0
111188,0
111189,0
111190,1
111191,0
111192,0
111193,0
111194,0
111195,1
111196,0
111197,0
111198,0
111199,0
111200,1
111201,0
111202,0
111203,0
111204,0
111205,1
111206,0
111207,0
111208,0
111209,0
111210,1
111211,0
111212,0
111213,0
111214,0
111215,1
111216,0
111217,0
111218,0
111219,0
111220,1
111221,0
111222,0
111223,0
111224,0
111225,1
111226,0
111227,0
111228,0
111229,0
111230,1
111231,0
111232,0
111233,0
111234,0
111235,1
111236,0
111237,0
111238,0
111239,0
111240,1
111241,0
111242,0
111243,0
111244,0
111245,1
111246,0
111247,0
111248,0
111249,0
111250,1
111251,0
111252,0
111253,0
111254,0
111255,1
111256,0
111257,0
111258,0
111259,0
111260,1
111261,0
111262,0
111263,0
111264,0
111265,1
111266,0
111267,0
111268,0
111269,0
111270,1
111271,0
111272,0
111273,0
111274,0
111275,1
111276,0
111277,0
111278,0
111279,0
111280,1
111281,0
111282,0
111283,0
111284,0
111285,1
111286,0
111287,0
111288,0
111289,0
111290,1
111291,0
111292,0
111293,0
111294,0
111295,1
111296,0
111297,0
111298,0
111299,0
111300,1
111301,0
111302,0
111303,0
111304,0
111305,1
111306,0
111307,0
111308,0
111309,0
111310,1
111311,0
111312,0
111313,0
111314,0
111315,1
111316,0
111317,0
111318,0
111319,0
111320,1
111321,0
111322,0
111323,0
111324,0
111325,1
111326,0
111327,0
111328,0
111329,0
111330,1
111331,0
111332,0
111333,0
111334,0
111335,1
111336,0
111337,0
111338,0
111339,0
111340,1
111341,0
111342,0
111343,0
111344,0
111345,1
111346,0
111347,0
111348,0
111349,0
111350,1
111351,0
111352,0
111353,0
111354,0
111355,1
111356,0
111357,0
111358,0
111359,0
111360,1
111361,0
111362,0
111363,0
111364,0
111365,1
111366,0
111367,0
111368,0
111369,0
111370,1
111371,0
111372,0
111373,0
111374,0
111375,1
111376,0
111377,0
111378,0
111379,0
111380,1
111381,0
111382,0
111383,0
111384,0
111385,1
111386,0
111387,0
111388,0
111389,0
111390,1
111391,0
111392,0
111393,0
111394,0
111395,1
111396,0
111397,0
111398,0
111399,0
111400,1
111401,0
111402,0
111403,0
111404,0
111405,1
111406,0
111407,0
111408,0
111409,0
111410,1
111411,0
111412,0
111413,0
111414,0
111415,1
111416,0
111417,0
111418,0
111419,0
111420,1
111421,0
111422,0
111423,0
111424,0
111425,1
111426,0
111427,0
111428,0
111429,0
111430,1
111431,0
111432,0
111433,0
111434,0
111435,1
111436,0
111437,0
111438,0
111439,0
111440,1
111441,0
111442,0
111443,0
111444,0
111445,1
111446,0
111447,0
111448,0
111449,0
111450,1
111451,0
111452,0
111453,0
111454,0
111455,1
111456,0
111457,0
111458,0
111459,0
111460,1
111461,0
111462,0
111463,0
111464,0
111465,1
111466,0
111467,0
111468,0
111469,0
111470,1
111471,0
111472,0
111473,0
111474,0
111475,1
111476,0
111477,0
111478,0
111479,0
111480,1
111481,0
111482,0
111483,0
111484,0
111485,1
111486,0
111487,0
111488,0
111489,0
111490,1
111491,0
111492,0
111493,0
111494,0
111495,1
111496,0
111497,0
111498,0
111499,0
111500,1
111501,0
111502,0
111503,0
111504,0
111505,1
111506,0
111507,0
111508,0
111509,0
111510,1
111511,0
111512,0
111513,0
111514,0
111515,1
111516,0
111517,0
111518,0
111519,0
111520,1
111521,0
111522,0
111523,0
111524,0
111525,1
111526,0
111527,0
111528,0
111529,0
111530,1
111531,0
111532,0
111533,0
111534,0
111535,1
111536,0
111537,0
111538,0
111539,0
111540,1
111541,0
111542,0
111543,0
111544,0
111545,1
111546,0
111547,0
111548,0
111549,0
111550,1
111551,0
111552,0
111553,0
111554,0
111555,1
111556,0
111557,0
111558,0
111559,0
111560,1
111561,0
111562,0
111563,0
111564,0
111565,1
111566,0
111567,0
111568,0
111569,0
111570,1
111571,0
111572,0
111573,0
111574,0
111575,1
111576,0
111577,0
111578,0
111579,0
111580,1
111581,0
111582,0
111583,0
111584,0
111585,1
111586,0
111587,0
111588,0
111589,0
111590,1
111591,0
111592,0
111593,0
111594,0
111595,1
111596,0
111597,0
111598,0
111599,0
111600,1
111601,0
111602,0
111603,0
111604,0
111605,1
111606,0
111607,0
111608,0
111609,0
111610,1
111611,0
111612,0
111613,0
111614,0
111615,1
111616,0
111617,0
111618,0
111619,0
111620,1
111621,0
111622,0
111623,0
111624,0
111625,1
111626,0
111627,0
111628,0
111629,0
111630,1
111631,0
111632,0
111633,0
111634,0
111635,1
111636,0
111637,0
111638,0
111639,0
111640,1
111641,0
111642,0
111643,0
111644,0
111645,1
111646,0
111647,0
111648,0
111649,0
111650,1
111651,0
111652,0
111653,0
111654,0
111655,1
111656,0
111657,0
111658,0
111659,0
111660,1
111661,0
111662,0
111663,0
111664,0
111665,1
111666,0
111667,0
111668,0
111669,0
111670,1
111671,0
111672,0
111673,0
111674,0
111675,1
111676,0
111677,0
111678,0
111679,0
111680,1
111681,0
111682,0
111683,0
111684,0
111685,1
111686,0
111687,0
111688,0
111689,0
111690,1
111691,0
111692,0
111693,0
111694,0
111695,1
111696,0
111697,0
111698,0
111699,0
111700,1
111701,0
111702,0
111703,0
111704,0
111705,1
111706,0
111707,0
111708,0
111709,0
111710,1
111711,0
111712,0
111713,0
111714,0
111715,1
111716,0
111717,0
111718,0
111719,0
111720,1
111721,0
111722,0
111723,0
111724,0
111725,1
111726,0
111727,0
111728,0
111729,0
111730,1
111731,0
111732,0
111733,0
111734,0
111735,1
111736,0
111737,0
111738,0
111739,0
111740,1
111741,0
111742,0
111743,0
111744,0
111745,1
111746,0
111747,0
111748,0
111749,0
111750,1
111751,0
111752,0
111753,0
111754,0
111755,1
111756,0
111757,0
111758,0
111759,0
111760,1
111761,0
111762,0
111763,0
111764,0
111765,1
111766,0
111767,0
111768,0
111769,0
111770,1
111771,0
111772,0
111773,0
111774,0
111775,1
111776,0
111777,0
111778,0
111779,0
111780,1
111781,0
111782,0
111783,0
111784,0
111785,1
111786,0
111787,0
111788,0
111789,0
111790,1
111791,0
111792,0
111793,0
111794,0
111795,1
111796,0
111797,0
111798,0
111799,0
111800,1
111801,0
111802,0
111803,0
111804,0
111805,1
111806,0
111807,0
111808,0
111809,0
111810,1
111811,0
111812,0
111813,0
111814,0
111815,1
111816,0
111817,0
111818,0
111819,0
111820,1
111821,0
111822,0
111823,0
111824,0
111825,1
111826,0
111827,0
111828,0
111829,0
111830,1
111831,0
111832,0
111833,0
111834,0
111835,1
111836,0
111837,0
111838,0
111839,0
111840,1
111841,0
111842,0
111843,0
111844,0
111845,1
111846,0
111847,0
111848,0
111849,0
111850,1
111851,0
111852,0
111853,0
111854,0
111855,1
111856,0
111857,0
111858,0
111859,0
111860,1
111861,0
111862,0
111863,0
111864,0
111865,1
111866,0
111867,0
111868,0
111869,0
111870,1
111871,0
111872,0
111873,0
111874,0
111875,1
111876,0
111877,0
111878,0
111879,0
111880,1
111881,0
111882,0
111883,0
111884,0
111885,1
111886,0
111887,0
111888,0
111889,0
111890,1
111891,0
111892,0
111893,0
111894,0
111895,1
111896,0
111897,0
111898,0
111899,0
111900,1
111901,0
111902,0
111903,0
111904,0
111905,1
111906,0
111907,0
111908,0
111909,0
111910,1
111911,0
111912,0
111913,0
111914,0
111915,1
111916,0
111917,0
111918,0
111919,0
111920,1
111921,0
111922,0
111923,0
111924,0
111925,1
111926,0
111927,0
111928,0
111929,0
111930,1
111931,0
111932,0
111933,0
111934,0
111935,1
111936,0
111937,0
111938,0
111939,0
111940,1
111941,0
111942,0
111943,0
111944,0
111945,1
111946,0
111947,0
111948,0
111949,0
111950,1
111951,0
111952,0
111953,0
111954,0
111955,1
111956,0
111957,0
111958,0
111959,0
111960,1
111961,0
111962,0
111963,0
111964,0
111965,1
111966,0
111967,0
111968,0
111969,0
111970,1
111971,0
111972,0
111973,0
111974,0
111975,1
111976,0
111977,0
111978,0
111979,0
111980,1
111981,0
111982,0
111983,0
111984,0
111985,1
111986,0
111987,0
111988,0
111989,0
111990,1
111991,0
111992,0
111993,0
111994,0
111995,1
111996,0
111997,0
111998,0
111999,0
112000,1
112001,0
112002,0
112003,0
112004,0
112005,1
112006,0
112007,0
112008,0
112009,0
112010,1
112011,0
112012,0
112013,0
112014,0
112015,1
112016,0
112017,0
112018,0
112019,0
112020,1
112021,0
112022,0
112023,0
112024,0
112025,1
112026,0
112027,0
112028,0
112029,0
112030,1
112031,0
112032,0
112033,0
112034,0
112035,1
112036,0
112037,0
112038,0
112039,0
112040,1
112041,0
112042,0
112043,0
112044,0
112045,1
112046,0
112047,0
112048,0
112049,0
112050,1
112051,0
112052,0
112053,0
112054,0
112055,1
112056,0
112057,0
112058,0
112059,0
112060,1
112061,0
112062,0
112063,0
112064,0
112065,1
112066,0
112067,0
112068,0
112069,0
112070,1
112071,0
112072,0
112073,0
112074,0
112075,1
112076,0
112077,0
112078,0
112079,0
112080,1
112081,0
112082,0
112083,0
112084,0
112085,1
112086,0
112087,0
112088,0
112089,0
112090,1
112091,0
112092,0
112093,0
112094,0
112095,1
112096,0
112097,0
112098,0
112099,0
112100,1
112101,0
112102,0
112103,0
112104,0
112105,1
112106,0
112107,0
112108,0
112109,0
112110,1
112111,0
112112,0
112113,0
112114,0
112115,1
112116,0
112117,0
112118,0
112119,0
112120,1
112121,0
112122,0
112123,0
112124,0
112125,1
112126,0
112127,0
112128,0
112129,0
112130,1
112131,0
112132,0
112133,0
112134,0
112135,1
112136,0
112137,0
112138,0
112139,0
112140,1
112141,0
112142,0
112143,0
112144,0
112145,1
112146,0
112147,0
112148,0
112149,0
112150,1
112151,0
112152,0
112153,0
112154,0
112155,1
112156,0
112157,0
112158,0
112159,0
112160,1
112161,0
112162,0
112163,0
112164,0
112165,1
112166,0
112167,0
112168,0
112169,0
112170,1
112171,0
112172,0
112173,0
112174,0
112175,1
112176,0
112177,0
112178,0
112179,0
112180,1
112181,0
112182,0
112183,0
112184,0
112185,1
112186,0
112187,0
112188,0
112189,0
112190,1
112191,0
112192,0
112193,0
112194,0
112195,1
112196,0
112197,0
112198,0
112199,0
112200,1
112201,0
112202,0
112203,0
112204,0
112205,1
112206,0
112207,0
112208,0
112209,0
112210,1
112211,0
112212,0
112213,0
112214,0
112215,1
112216,0
112217,0
112218,0
112219,0
112220,1
112221,0
112222,0
112223,0
112224,0
112225,1
112226,0
112227,0
112228,0
112229,0
112230,1
112231,0
112232,0
112233,0
112234,0
112235,1
112236,0
112237,0
112238,0
112239,0
112240,1
112241,0
112242,0
112243,0
112244,0
112245,1
112246,0
112247,0
112248,0
112249,0
112250,1
112251,0
112252,0
112253,0
112254,0
112255,1
112256,0
112257,0
112258,0
112259,0
112260,1
112261,0
112262,0
112263,0
112264,0
112265,1
112266,0
112267,0
112268,0
112269,0
112270,1
112271,0
112272,0
112273,0
112274,0
112275,1
112276,0
112277,0
112278,0
112279,0
112280,1
112281,0
112282,0
112283,0
112284,0
112285,1
112286,0
112287,0
112288,0
112289,0
112290,1
112291,0
112292,0
112293,0
112294,0
112295,1
112296,0
112297,0
112298,0
112299,0
112300,1
112301,0
112302,0
112303,0
112304,0
112305,1
112306,0
112307,0
112308,0
112309,0
112310,1
112311,0
112312,0
112313,0
112314,0
112315,1
112316,0
112317,0
112318,0
112319,0
112320,1
112321,0
112322,0
112323,0
112324,0
112325,1
112326,0
112327,0
112328,0
112329,0
112330,1
112331,0
112332,0
112333,0
112334,0
112335,1
112336,0
112337,0
112338,0
112339,0
112340,1
112341,0
112342,0
112343,0
112344,0
112345,1
112346,0
112347,0
112348,0
112349,0
112350,1
112351,0
112352,0
112353,0
112354,0
112355,1
112356,0
112357,0
112358,0
112359,0
112360,1
112361,0
112362,0
112363,0
112364,0
112365,1
112366,0
112367,0
112368,0
112369,0
112370,1
112371,0
112372,0
112373,0
112374,0
112375,1
112376,0
112377,0
112378,0
112379,0
112380,1
112381,0
112382,0
112383,0
112384,0
112385,1
112386,0
112387,0
112388,0
112389,0
112390,1
112391,0
112392,0
112393,0
112394,0
112395,1
112396,0
112397,0
112398,0
112399,0
112400,1
112401,0
112402,0
112403,0
112404,0
112405,1
112406,0
112407,0
112408,0
112409,0
112410,1
112411,0
112412,0
112413,0
112414,0
112415,1
112416,0
112417,0
112418,0
112419,0
112420,1
112421,0
112422,0
112423,0
112424,0
112425,1
112426,0
112427,0
112428,0
112429,0
112430,1
112431,0
112432,0
112433,0
112434,0
112435,1
112436,0
112437,0
112438,0
112439,0
112440,1
112441,0
112442,0
112443,0
112444,0
112445,1
112446,0
112447,0
112448,0
112449,0
112450,1
112451,0
112452,0
112453,0
112454,0
112455,1
112456,0
112457,0
112458,0
112459,0
112460,1
112461,0
112462,0
112463,0
112464,0
112465,1
112466,0
112467,0
112468,0
112469,0
112470,1
112471,0
112472,0
112473,0
112474,0
112475,1
112476,0
112477,0
112478,0
112479,0
112480,1
112481,0
112482,0
112483,0
112484,0
112485,1
112486,0
112487,0
112488,0
112489,0
112490,1
112491,0
112492,0
112493,0
112494,0
112495,1
112496,0
112497,0
112498,0
112499,0
